chembl_id,smiles,hob,mw,logp,hacc,hdon,tpsa,nrot,mr,num_rings,aromatic_rings,ro5_violations,drug_name,max_phase,measurement_type,original_value,original_units,validation_reason
CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,79.0,454.45,0.27,10,5,210.54,9,118.26,3,3,0,METHOTREXATE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL640,CCN(CC)CCNC(=O)c1ccc(N)cc1,79.0,235.33,1.34,3,2,58.36,6,70.98,1,1,0,PROCAINAMIDE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,79.0,274.8,3.82,2,0,16.13,5,80.7,2,2,0,CHLORPHENIRAMINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,79.0,299.8,2.0,4,2,67.59,7,82.54,1,1,0,METOCLOPRAMIDE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],79.0,346.34,2.18,7,1,107.77,4,88.41,2,1,0,NIFEDIPINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL585,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,79.0,253.27,0.83,7,3,129.62,1,73.8,3,3,0,TRIAMTERENE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,79.0,287.3,0.64,7,0,106.02,3,67.78,2,1,0,NIFURTIMOX,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,79.0,329.37,3.33,4,1,39.72,4,88.18,4,2,0,PAROXETINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,79.0,330.75,1.89,5,3,122.63,5,75.82,2,2,0,FUROSEMIDE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,79.0,309.33,4.44,2,1,21.26,6,79.8,2,2,0,FLUOXETINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1162,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,79.0,298.43,3.49,2,1,37.3,0,85.88,4,0,0,NORETHINDRONE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL607,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,79.0,247.34,2.21,3,0,29.54,3,71.48,2,1,0,MEPERIDINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL112,CC(=O)Nc1ccc(O)cc1,79.0,151.16,1.35,2,2,49.33,1,42.41,1,1,0,ACETAMINOPHEN,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,79.0,314.86,4.53,2,0,6.48,4,95.48,3,2,0,CLOMIPRAMINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,79.0,289.38,1.93,4,1,49.77,4,79.96,3,1,0,ATROPINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,79.0,255.36,3.35,2,0,12.47,6,79.23,2,2,0,DIPHENHYDRAMINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1055,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,79.0,338.77,0.92,4,3,109.49,2,79.73,3,2,0,CHLORTHALIDONE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,79.0,645.32,6.94,4,0,42.68,11,143.42,3,3,2,AMIODARONE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL893,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,79.0,470.33,3.2,6,2,112.74,4,111.68,4,2,0,DICLOXACILLIN,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,79.0,299.37,1.5,4,1,41.93,1,82.46,5,1,0,CODEINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,79.0,268.74,1.4,3,1,41.57,4,71.04,2,1,0,MOCLOBEMIDE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,79.0,324.42,3.17,4,1,45.59,4,95.03,5,2,0,QUINIDINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL13209,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,79.0,281.27,2.38,4,1,84.6,2,78.67,3,2,0,NITRAZEPAM,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,79.0,267.25,-0.2,6,2,133.08,3,64.61,2,1,0,ZIDOVUDINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1764,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,79.0,328.48,4.5,4,0,15.71,5,98.28,3,2,0,LEVOMEPROMAZINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,79.0,323.13,0.91,5,3,112.7,6,72.57,1,1,0,CHLORAMPHENICOL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,79.0,375.87,4.43,3,1,40.54,6,100.99,3,2,0,HALOPERIDOL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,79.0,293.37,3.13,4,0,39.82,2,86.02,4,3,0,ONDANSETRON,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,79.0,312.44,3.44,5,1,30.87,0,94.05,4,2,0,OLANZAPINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,79.0,326.83,3.72,4,1,30.87,0,96.44,4,2,0,CLOZAPINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL707,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,79.0,451.48,1.72,9,1,112.27,4,122.2,5,3,0,DOXAZOSIN,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,79.0,234.2,2.78,4,1,48.14,1,50.72,2,2,0,RILUZOLE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,79.0,259.35,2.78,4,2,60.17,6,79.67,2,2,0,PRIMAQUINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,79.0,316.43,0.5,8,2,79.74,6,82.2,2,1,0,TIMOLOL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,79.0,383.41,1.78,8,1,106.95,4,103.88,4,3,0,PRAZOSIN,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,79.0,392.47,1.9,5,3,94.83,2,99.94,4,0,0,DEXAMETHASONE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,79.0,263.38,3.83,1,1,12.03,3,85.91,3,2,0,NORTRIPTYLINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL945,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,79.0,229.63,-1.08,6,5,156.79,1,55.25,1,1,0,AMILORIDE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL30,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,79.0,252.35,0.6,4,3,88.89,5,69.6,1,1,0,CIMETIDINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL632,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,79.0,392.47,1.9,5,3,94.83,2,99.94,4,0,0,BETAMETHASONE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,79.0,248.31,1.96,3,2,65.72,3,67.81,2,2,0,ENOXIMONE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL87493,CCNC(C)Cc1cccc(C(F)(F)F)c1,79.0,231.26,3.25,1,1,12.03,4,58.29,1,1,0,FENFLURAMINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,79.0,410.49,3.59,6,0,64.16,4,112.26,5,3,0,RISPERIDONE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,79.0,287.45,3.94,2,1,23.47,5,87.2,3,1,0,PROCYCLIDINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL8809,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,79.0,347.24,2.92,4,2,61.8,5,87.28,2,1,0,RACLOPRIDE,2.0,F,79.0,%,Clear HOB type + PK context
CHEMBL32479,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,79.0,393.7,4.4,5,0,43.07,1,92.47,4,3,0,BROTIZOLAM,3.0,F,79.0,%,Clear HOB type + PK context
CHEMBL279229,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,79.0,387.48,0.72,8,1,71.74,7,111.68,3,2,0,URAPIDIL,3.0,F,79.0,%,Clear HOB type + PK context
CHEMBL53904,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,79.0,400.98,4.24,4,1,26.71,5,113.68,4,2,0,ZUCLOPENTHIXOL,3.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1491,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,79.0,408.88,2.27,7,2,99.88,8,105.58,2,1,0,AMLODIPINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,79.0,248.33,1.91,3,3,57.28,6,72.94,2,2,0,PINDOLOL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,79.0,314.41,1.46,7,2,83.58,10,84.4,1,1,0,RANITIDINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,79.0,297.75,-0.35,5,3,118.36,1,61.64,2,1,0,HYDROCHLOROTHIAZIDE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,79.0,266.34,0.45,4,3,84.58,8,73.98,1,1,0,ATENOLOL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,79.0,366.55,4.83,3,0,15.71,10,114.19,3,2,0,BEPRIDIL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL567,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,79.0,403.98,3.94,5,1,29.95,6,113.61,4,2,0,PERPHENAZINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,79.0,263.38,2.63,3,1,32.7,4,77.4,2,1,0,TRAMADOL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL44884,CC[C@@H](CO)NCCN[C@@H](CC)CO,79.0,204.31,-0.29,4,4,64.52,9,58.34,0,0,0,ETHAMBUTOL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL814,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,79.0,318.34,3.2,4,1,56.84,9,78.71,1,1,0,FLUVOXAMINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL293030,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,79.0,291.39,2.33,4,2,58.56,5,82.97,2,1,0,BUNOLOL,-1.0,F,79.0,%,Clear HOB type + PK context
CHEMBL42055,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,79.0,434.53,4.6,4,1,26.71,5,113.67,4,2,0,E-FLUPENTIXOL,2.0,F,79.0,%,Clear HOB type + PK context
CHEMBL296035,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,79.0,261.36,3.42,3,2,45.4,4,78.31,2,2,0,BUFURALOL,2.0,F,79.0,%,Clear HOB type + PK context
CHEMBL314010,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,79.0,345.44,2.58,5,2,59.95,10,98.8,2,2,0,BEVANTOLOL,2.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1201257,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,79.0,277.41,4.21,1,1,12.03,4,87.9,5,2,0,,,F,79.0,%,Clear HOB type + PK context
CHEMBL315499,CC(C)(C)NC(=O)C1CC[C@H]2[C@]3(C)CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,79.0,386.58,4.2,2,2,58.2,1,111.46,4,0,0,,,F,79.0,%,Clear HOB type + PK context
CHEMBL16332,C[C@H](CS)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,79.0,325.46,2.4,4,2,57.61,5,86.86,2,1,0,ZOFENOPRILAT,,F,79.0,%,Clear HOB type + PK context
CHEMBL87418,CC(C)(C)NC[C@@H](O)COc1ccccc1C1CCCC1,79.0,291.44,3.47,3,2,41.49,6,86.91,2,1,0,,,F,79.0,%,Clear HOB type + PK context
CHEMBL1077,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,79.0,334.17,2.89,3,2,80.39,4,79.77,2,2,0,BROMFENAC,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1503,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,79.0,345.42,2.9,5,1,83.09,5,93.02,3,3,0,OMEPRAZOLE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,79.0,180.16,1.31,3,1,63.6,2,44.71,1,1,0,ASPIRIN,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL654,CN1CCN2c3ncccc3Cc3ccccc3C2C1,79.0,265.36,2.48,3,0,19.37,0,81.07,4,2,0,MIRTAZAPINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1560,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,79.0,217.29,0.63,3,2,57.61,3,55.39,1,0,0,CAPTOPRIL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL660,NC12CC3CC(CC(C3)C1)C2,79.0,151.25,1.91,1,1,26.02,0,45.09,4,0,0,AMANTADINE,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,79.0,495.64,5.27,5,1,67.45,11,139.53,4,3,1,MIBEFRADIL,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,79.0,296.15,4.36,2,2,49.33,4,77.53,2,2,0,DICLOFENAC,4.0,F,79.0,%,Clear HOB type + PK context
CHEMBL1518,CCCc1cc(=O)[nH]c(=S)[nH]1,78.0,170.24,1.38,2,2,48.65,2,46.24,1,1,0,PROPYLTHIOURACIL,4.0,F,78.0,%,Clear HOB type + PK context
CHEMBL880,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,77.0,321.34,0.54,9,1,122.22,7,81.11,2,2,0,FAMCICLOVIR,4.0,F,77.0,%,Clear HOB type + PK context
CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,77.0,444.44,-0.21,9,6,181.62,2,109.54,4,1,1,TETRACYCLINE,4.0,F,77.0,%,Clear HOB type + PK context
CHEMBL1540,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,77.0,253.26,-0.9,8,4,130.31,5,63.68,2,2,0,PENCICLOVIR,4.0,F,77.0,%,Clear HOB type + PK context
CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,77.0,383.38,2.88,6,1,92.32,7,90.18,3,3,0,PANTOPRAZOLE,4.0,F,77.0,%,Clear HOB type + PK context
CHEMBL2374220,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,76.0,889.02,8.61,8,4,174.64,10,237.33,10,5,2,LEDIPASVIR,4.0,F,76.0,%,Clear HOB type + PK context
CHEMBL1509,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,76.0,366.5,4.31,3,0,43.37,0,99.49,7,0,0,DROSPIRENONE,4.0,F,76.0,%,Clear HOB type + PK context
CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,75.0,440.95,4.63,3,1,40.51,5,121.63,5,3,0,SERTINDOLE,4.0,F,75.0,%,Clear HOB type + PK context
CHEMBL376359,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,75.0,339.4,0.39,7,1,97.05,3,95.62,3,2,0,ALOGLIPTIN,4.0,F,75.0,%,Clear HOB type + PK context
CHEMBL400001,CN1C(=O)[C@@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,75.0,335.19,3.13,3,1,52.9,1,87.96,3,2,0,(R)-LORMETAZEPAM,,F,75.0,%,Clear HOB type + PK context
CHEMBL400598,O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,75.0,287.45,3.94,2,1,23.47,5,87.2,3,1,0,(R)-PROCYCLIDINE,,F,75.0,%,Clear HOB type + PK context
CHEMBL251903,O[C@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,75.0,287.45,3.94,2,1,23.47,5,87.2,3,1,0,(S)-PROCYCLIDINE,,F,75.0,%,Clear HOB type + PK context
CHEMBL399058,CN1C(=O)[C@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,75.0,335.19,3.13,3,1,52.9,1,87.96,3,2,0,(S)-LORMETAZEPAM,,F,75.0,%,Clear HOB type + PK context
CHEMBL254193,N/N=c1/cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,75.0,269.31,0.38,4,2,87.37,1,73.22,3,2,0,ENDRALAZINE,2.0,F,75.0,%,Clear HOB type + PK context
CHEMBL2104993,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,75.0,298.46,3.86,3,1,15.27,3,91.56,3,2,0,VORTIOXETINE,4.0,F,75.0,%,Clear HOB type + PK context
CHEMBL1229,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,75.0,312.41,1.29,5,2,90.65,7,84.16,1,0,0,OSELTAMIVIR,4.0,F,75.0,%,Clear HOB type + PK context
CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,75.0,199.16,-1.1,4,2,87.07,2,42.93,2,0,0,CLAVULANIC ACID,4.0,F,75.0,%,Clear HOB type + PK context
CHEMBL48802,C[S+]([O-])CCCCN=C=S,74.0,177.29,1.25,3,0,35.42,5,48.06,0,0,0,SULFORAPHANE,3.0,F,74.0,%,Clear HOB type + PK context
CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,73.0,586.2,8.95,4,2,70.42,12,171.25,5,4,2,MONTELUKAST,4.0,F,73.0,%,Clear HOB type + PK context
CHEMBL401796,COc1cc2nc(N3CCc4c(cccc4NS(C)(=O)=O)C3)nc(N)c2c(-c2ccccn2)c1OC,73.0,506.59,3.23,9,2,132.56,6,139.95,5,4,1,TAPRIZOSIN,2.0,F,73.0,%,Clear HOB type + PK context
CHEMBL253331,CC[C@@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,73.0,246.27,1.04,3,1,66.48,2,64.72,2,1,0,(R)-METHYLPHENOBARBITAL,,F,73.0,%,Clear HOB type + PK context
CHEMBL399103,CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,73.0,246.27,1.04,3,1,66.48,2,64.72,2,1,0,(S)-METHYLPHENOBARBITAL,,F,73.0,%,Clear HOB type + PK context
CHEMBL4069597,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,73.0,402.5,2.37,6,1,106.25,5,105.01,3,3,0,PRITELIVIR,3.0,F,73.0,%,Clear HOB type + PK context
CHEMBL249263,CC(C)[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)O)CC1,73.0,317.43,3.26,2,2,66.4,6,90.0,2,1,0,(S)-NATEGLINIDE,,F,73.0,%,Clear HOB type + PK context
CHEMBL4650733,N=C(NC(=N)N1CCCC1)Nc1ccc(OC(F)(F)F)cc1,72.9,315.3,2.55,3,4,84.23,2,76.14,2,1,0,LIXUMISTAT,2.0,F,72.9,%,Clear HOB type + PK context
CHEMBL1214185,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,72.0,837.06,2.21,17,5,216.89,13,212.47,3,0,2,ROXITHROMYCIN,4.0,F,72.0,%,Clear HOB type + PK context
CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,72.0,320.34,2.73,5,2,93.06,6,82.85,2,1,0,MYCOPHENOLIC ACID,4.0,F,72.0,%,Clear HOB type + PK context
CHEMBL400537,CC1=CC[C@H](C(C)(C)O)C[C@H]1O,72.0,170.25,1.47,2,2,40.46,1,48.79,1,0,0,,,F,72.0,%,Clear HOB type + PK context
CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,72.0,243.39,4.33,1,0,3.24,2,76.63,3,1,0,PHENCYCLIDINE,-1.0,F,72.0,%,Clear HOB type + PK context
CHEMBL911,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,72.0,307.4,3.25,3,0,37.61,3,92.5,3,3,0,ZOLPIDEM,4.0,F,72.0,%,Clear HOB type + PK context
CHEMBL69073,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,71.0,239.31,1.31,4,4,72.72,4,66.75,1,1,0,(S)-ALBUTEROL,,F,71.0,%,Clear HOB type + PK context
CHEMBL3319209,CC(=O)N1CCC(c2nccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)CC1,71.0,441.49,4.1,6,1,101.07,5,122.3,5,4,0,,,F,71.0,%,Clear HOB type + PK context
CHEMBL399239,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@@H]1CN,71.0,389.39,0.97,8,2,123.04,5,100.39,4,2,0,,,F,71.0,%,Clear HOB type + PK context
CHEMBL430,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,71.0,389.39,0.97,8,2,123.04,5,100.39,4,2,0,GEMIFLOXACIN,4.0,F,71.0,%,Clear HOB type + PK context
CHEMBL250892,N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,71.0,305.2,1.93,3,2,66.56,8,79.41,1,1,0,(R)-MELPHALAN,3.0,F,71.0,%,Clear HOB type + PK context
CHEMBL852,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,71.0,305.2,1.93,3,2,66.56,8,79.41,1,1,0,MELPHALAN,4.0,F,71.0,%,Clear HOB type + PK context
CHEMBL484528,Cc1cc2ncc(C(=O)N3CCC([C@H](N)Cc4cc(F)c(F)cc4F)CC3)c(C)n2n1,70.0,431.46,3.19,5,1,76.52,4,109.08,4,3,0,,,F,70.0,%,Clear HOB type + PK context
CHEMBL3137312,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,70.0,493.59,4.02,6,2,110.26,5,139.32,4,4,0,DASABUVIR,4.0,F,70.0,%,Clear HOB type + PK context
CHEMBL108821,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,70.0,409.82,2.7,5,2,88.56,3,100.54,5,2,0,SITAFLOXACIN ANHYDROUS,3.0,F,70.0,%,Clear HOB type + PK context
CHEMBL1660,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,70.0,877.05,5.65,15,6,220.15,5,236.81,7,2,4,RIFAPENTINE,4.0,F,70.0,%,Clear HOB type + PK context
CHEMBL398673,O=C(NC[C@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,70.0,414.35,3.44,4,2,59.59,7,87.52,2,1,0,(R)-FLECAINIDE,,F,70.0,%,Clear HOB type + PK context
CHEMBL254194,CCN(CC)CC(O)CNC(=O)c1c(OC)c2ccccc2n1-c1ccccc1,70.0,395.5,3.07,5,2,66.73,9,115.96,3,3,0,EPROXINDINE,2.0,F,70.0,%,Clear HOB type + PK context
